ICD-10-CM Code,ICD-10-CM Code Description,CCSR Category,CCSR Category Description,Default CCSR (Y/N/X),Rationale
S01329A,"Laceration with foreign body of unspecified ear, init encntr",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S01331A,"Puncture wound w/o foreign body of right ear, init encntr",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S01332A,"Puncture wound without foreign body of left ear, init encntr",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S01339A,"Puncture wound without foreign body of unsp ear, init encntr",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S01341A,"Puncture wound with foreign body of right ear, init encntr",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S01342A,"Puncture wound with foreign body of left ear, init encntr",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S01349A,"Puncture wound with foreign body of unsp ear, init encntr",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S01351A,"Open bite of right ear, initial encounter",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S01352A,"Open bite of left ear, initial encounter",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S01359A,"Open bite of unspecified ear, initial encounter",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S01401A,"Unsp open wound of right cheek and TMJ area, init",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S01402A,"Unsp open wound of left cheek and TMJ area, init",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S01409A,"Unsp open wound of unsp cheek and TMJ area, init",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S01411A,"Laceration w/o fb of right cheek and TMJ area, init",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S01412A,"Laceration w/o foreign body of left cheek and TMJ area, init",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S01419A,"Laceration w/o foreign body of unsp cheek and TMJ area, init",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S01421A,"Laceration w foreign body of right cheek and TMJ area, init",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S01422A,"Laceration w foreign body of left cheek and TMJ area, init",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S01429A,"Laceration w foreign body of unsp cheek and TMJ area, init",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S01431A,"Pnctr w/o foreign body of right cheek and TMJ area, init",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S01432A,"Pnctr w/o foreign body of left cheek and TMJ area, init",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S01439A,"Pnctr w/o foreign body of unsp cheek and TMJ area, init",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S01441A,"Pnctr w foreign body of right cheek and TMJ area, init",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S01442A,"Pnctr w foreign body of left cheek and TMJ area, init",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S01449A,"Pnctr w foreign body of unsp cheek and TMJ area, init",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S01451A,"Open bite of right cheek and temporomandibular area, init",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S01452A,"Open bite of left cheek and temporomandibular area, init",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S01459A,"Open bite of unsp cheek and temporomandibular area, init",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S01501A,"Unspecified open wound of lip, initial encounter",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S01502A,"Unspecified open wound of oral cavity, initial encounter",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S01511A,"Laceration without foreign body of lip, initial encounter",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S01512A,"Laceration without foreign body of oral cavity, init encntr",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S01521A,"Laceration with foreign body of lip, initial encounter",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S01522A,"Laceration with foreign body of oral cavity, init encntr",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S01531A,"Puncture wound without foreign body of lip, init encntr",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S01532A,"Puncture wound w/o foreign body of oral cavity, init encntr",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S01541A,"Puncture wound with foreign body of lip, initial encounter",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S01542A,"Puncture wound with foreign body of oral cavity, init encntr",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S01551A,"Open bite of lip, initial encounter",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S01552A,"Open bite of oral cavity, initial encounter",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S0180XA,"Unspecified open wound of other part of head, init encntr",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S0181XA,"Laceration w/o foreign body of oth part of head, init encntr",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S0182XA,"Laceration w foreign body of oth part of head, init encntr",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S0183XA,"Puncture wound w/o foreign body oth prt head, init encntr",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S0184XA,"Puncture wound w foreign body oth prt head, init encntr",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S0185XA,"Open bite of other part of head, initial encounter",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S0190XA,"Unsp open wound of unspecified part of head, init encntr",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S0191XA,"Laceration w/o foreign body of unsp part of head, init",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S0192XA,"Laceration w foreign body of unsp part of head, init encntr",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S0193XA,"Puncture wound w/o foreign body of unsp part of head, init",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S0194XA,"Puncture wound w foreign body of unsp part of head, init",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S0195XA,"Open bite of unspecified part of head, initial encounter",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S0520XA,"Oclr lac/rupt w prolaps/loss of intraoc tiss, unsp eye, init",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S0521XA,"Oclr lac/rupt w prolaps/loss of intraoc tissue, r eye, init",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S0522XA,"Oclr lac/rupt w prolaps/loss of intraoc tissue, l eye, init",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S0530XA,"Oclr lac w/o prolaps/loss of intraoc tissue, unsp eye, init",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S0531XA,"Ocular lac w/o prolaps/loss of intraoc tissue, r eye, init",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S0532XA,"Ocular lac w/o prolaps/loss of intraoc tissue, l eye, init",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S0540XA,"Penetrating wound of orbit w or w/o fb, unsp eye, init",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S0541XA,"Penetrating wound of orbit w or w/o fb, right eye, init",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S0542XA,"Penetrating wound of orbit w or w/o fb, left eye, init",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S0550XA,"Penetrating wound w foreign body of unsp eyeball, init",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S0551XA,"Penetrating wound w foreign body of right eyeball, init",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S0552XA,"Penetrating wound w foreign body of left eyeball, init",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S0560XA,"Penetrating wound w/o foreign body of unsp eyeball, init",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S0561XA,"Penetrating wound w/o foreign body of right eyeball, init",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S0562XA,"Penetrating wound w/o foreign body of left eyeball, init",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S0570XA,"Avulsion of unspecified eye, initial encounter",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S0571XA,"Avulsion of right eye, initial encounter",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S0572XA,"Avulsion of left eye, initial encounter",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S080XXA,"Avulsion of scalp, initial encounter",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S0920XA,"Traumatic rupture of unspecified ear drum, initial encounter",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S0921XA,"Traumatic rupture of right ear drum, initial encounter",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S0922XA,"Traumatic rupture of left ear drum, initial encounter",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S11011A,"Laceration without foreign body of larynx, initial encounter",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S11012A,"Laceration with foreign body of larynx, initial encounter",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S11013A,"Puncture wound without foreign body of larynx, init encntr",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S11014A,"Puncture wound with foreign body of larynx, init encntr",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S11015A,"Open bite of larynx, initial encounter",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S11019A,"Unspecified open wound of larynx, initial encounter",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S11021A,"Laceration without foreign body of trachea, init encntr",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S11022A,"Laceration with foreign body of trachea, initial encounter",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S11023A,"Puncture wound without foreign body of trachea, init encntr",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S11024A,"Puncture wound with foreign body of trachea, init encntr",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S11025A,"Open bite of trachea, initial encounter",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S11029A,"Unspecified open wound of trachea, initial encounter",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S11031A,"Laceration without foreign body of vocal cord, init encntr",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S11032A,"Laceration with foreign body of vocal cord, init encntr",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S11033A,"Puncture wound w/o foreign body of vocal cord, init encntr",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S11034A,"Puncture wound with foreign body of vocal cord, init encntr",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S11035A,"Open bite of vocal cord, initial encounter",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S11039A,"Unspecified open wound of vocal cord, initial encounter",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S1110XA,"Unspecified open wound of thyroid gland, initial encounter",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S1111XA,"Laceration w/o foreign body of thyroid gland, init encntr",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S1112XA,"Laceration with foreign body of thyroid gland, init encntr",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S1113XA,"Puncture wound w/o foreign body of thyroid gland, init",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S1114XA,"Puncture wound w foreign body of thyroid gland, init encntr",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S1115XA,"Open bite of thyroid gland, initial encounter",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S1120XA,"Unsp open wound of pharynx and cervical esophagus, init",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S1121XA,"Laceration w/o fb of pharynx and cervical esophagus, init",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S1122XA,"Laceration w fb of pharynx and cervical esophagus, init",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S1123XA,"Pnctr w/o fb of pharynx and cervical esophagus, init",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S1124XA,"Pnctr w foreign body of pharynx and cervical esophagus, init",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S1125XA,"Open bite of pharynx and cervical esophagus, init encntr",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S1180XA,"Unspecified open wound of oth part of neck, init encntr",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S1181XA,"Laceration w/o foreign body of oth part of neck, init encntr",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S1182XA,"Laceration w foreign body of oth part of neck, init encntr",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S1183XA,"Puncture wound w/o foreign body oth prt neck, init encntr",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S1184XA,"Puncture wound w foreign body oth prt neck, init encntr",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S1185XA,"Open bite of other specified part of neck, initial encounter",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S1189XA,"Other open wound of oth part of neck, init encntr",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S1190XA,"Unsp open wound of unspecified part of neck, init encntr",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S1191XA,"Laceration w/o foreign body of unsp part of neck, init",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S1192XA,"Laceration w foreign body of unsp part of neck, init encntr",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S1193XA,"Puncture wound w/o foreign body of unsp part of neck, init",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S1194XA,"Puncture wound w foreign body of unsp part of neck, init",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S1195XA,"Open bite of unspecified part of neck, initial encounter",INJ011,"Open wounds of head and neck, initial encounter",Y,0 Not Applicable
S41001A,"Unspecified open wound of right shoulder, initial encounter",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S41002A,"Unspecified open wound of left shoulder, initial encounter",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S41009A,"Unspecified open wound of unspecified shoulder, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S41011A,"Laceration w/o foreign body of right shoulder, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S41012A,"Laceration w/o foreign body of left shoulder, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S41019A,"Laceration w/o foreign body of unsp shoulder, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S41021A,"Laceration with foreign body of right shoulder, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S41022A,"Laceration with foreign body of left shoulder, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S41029A,"Laceration with foreign body of unsp shoulder, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S41031A,"Puncture wound w/o foreign body of right shoulder, init",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S41032A,"Puncture wound w/o foreign body of left shoulder, init",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S41039A,"Puncture wound w/o foreign body of unsp shoulder, init",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S41041A,"Puncture wound w foreign body of right shoulder, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S41042A,"Puncture wound w foreign body of left shoulder, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S41049A,"Puncture wound w foreign body of unsp shoulder, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S41051A,"Open bite of right shoulder, initial encounter",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S41052A,"Open bite of left shoulder, initial encounter",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S41059A,"Open bite of unspecified shoulder, initial encounter",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S41101A,"Unspecified open wound of right upper arm, initial encounter",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S41102A,"Unspecified open wound of left upper arm, initial encounter",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S41109A,"Unspecified open wound of unspecified upper arm, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S41111A,"Laceration w/o foreign body of right upper arm, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S41112A,"Laceration w/o foreign body of left upper arm, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S41119A,"Laceration w/o foreign body of unsp upper arm, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S41121A,"Laceration with foreign body of right upper arm, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S41122A,"Laceration with foreign body of left upper arm, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S41129A,"Laceration with foreign body of unsp upper arm, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S41131A,"Puncture wound w/o foreign body of right upper arm, init",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S41132A,"Puncture wound w/o foreign body of left upper arm, init",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S41139A,"Puncture wound w/o foreign body of unsp upper arm, init",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S41141A,"Puncture wound w foreign body of right upper arm, init",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S41142A,"Puncture wound w foreign body of left upper arm, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S41149A,"Puncture wound w foreign body of unsp upper arm, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S41151A,"Open bite of right upper arm, initial encounter",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S41152A,"Open bite of left upper arm, initial encounter",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S41159A,"Open bite of unspecified upper arm, initial encounter",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S51001A,"Unspecified open wound of right elbow, initial encounter",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S51002A,"Unspecified open wound of left elbow, initial encounter",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S51009A,"Unspecified open wound of unspecified elbow, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S51011A,"Laceration without foreign body of right elbow, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S51012A,"Laceration without foreign body of left elbow, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S51019A,"Laceration without foreign body of unsp elbow, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S51021A,"Laceration with foreign body of right elbow, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S51022A,"Laceration with foreign body of left elbow, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S51029A,"Laceration with foreign body of unsp elbow, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S51031A,"Puncture wound w/o foreign body of right elbow, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S51032A,"Puncture wound w/o foreign body of left elbow, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S51039A,"Puncture wound w/o foreign body of unsp elbow, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S51041A,"Puncture wound with foreign body of right elbow, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S51042A,"Puncture wound with foreign body of left elbow, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S51049A,"Puncture wound with foreign body of unsp elbow, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S51051A,"Open bite, right elbow, initial encounter",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S51052A,"Open bite, left elbow, initial encounter",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S51059A,"Open bite, unspecified elbow, initial encounter",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S51801A,"Unspecified open wound of right forearm, initial encounter",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S51802A,"Unspecified open wound of left forearm, initial encounter",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S51809A,"Unspecified open wound of unspecified forearm, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S51811A,"Laceration w/o foreign body of right forearm, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S51812A,"Laceration without foreign body of left forearm, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S51819A,"Laceration without foreign body of unsp forearm, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S51821A,"Laceration with foreign body of right forearm, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S51822A,"Laceration with foreign body of left forearm, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S51829A,"Laceration with foreign body of unsp forearm, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S51831A,"Puncture wound w/o foreign body of right forearm, init",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S51832A,"Puncture wound w/o foreign body of left forearm, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
S51839A,"Puncture wound w/o foreign body of unsp forearm, init encntr",INJ012,"Open wounds to limbs, initial encounter",Y,0 Not Applicable
