ICD-10-CM Code,ICD-10-CM Code Description,CCSR Category,CCSR Category Description,Default CCSR (Y/N/X),Rationale
S02112B,"Type III occipital condyle fracture, unspecified side, 7thB",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S02113A,"Unsp occipital condyle fracture, init for clos fx",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S02113B,"Unsp occipital condyle fracture, init for opn fx",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S02118A,"Other fracture of occiput, unspecified side, init",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S02118B,"Other fracture of occiput, unspecified side, 7thB",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S02119A,"Unsp fracture of occiput, init encntr for closed fracture",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S02119B,"Unsp fracture of occiput, init encntr for open fracture",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S0211AA,"Type I occipital condyle fracture, right side, init",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S0211AB,"Type I occipital condyle fracture, right side, 7thB",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S0211BA,"Type I occipital condyle fracture, left side, init",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S0211BB,"Type I occipital condyle fracture, left side, 7thB",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S0211CA,"Type II occipital condyle fracture, right side, init",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S0211CB,"Type II occipital condyle fracture, right side, 7thB",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S0211DA,"Type II occipital condyle fracture, left side, init",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S0211DB,"Type II occipital condyle fracture, left side, 7thB",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S0211EA,"Type III occipital condyle fracture, right side, init",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S0211EB,"Type III occipital condyle fracture, right side, 7thB",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S0211FA,"Type III occipital condyle fracture, left side, init",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S0211FB,"Type III occipital condyle fracture, left side, 7thB",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S0211GA,"Other fracture of occiput, right side, init",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S0211GB,"Other fracture of occiput, right side, 7thB",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S0211HA,"Other fracture of occiput, left side, init",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S0211HB,"Other fracture of occiput, left side, 7thB",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S02121A,"Fracture of orbital roof, right side, initial encounter for closed fracture",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S02121B,"Fracture of orbital roof, right side, initial encounter for open fracture",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S02122A,"Fracture of orbital roof, left side, initial encounter for closed fracture",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S02122B,"Fracture of orbital roof, left side, initial encounter for open fracture",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S02129A,"Fracture of orbital roof, unspecified side, initial encounter for closed fracture",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S02129B,"Fracture of orbital roof, unspecified side, initial encounter for open fracture",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S0219XA,"Oth fracture of base of skull, init for clos fx",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S0219XB,"Oth fracture of base of skull, init encntr for open fracture",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S022XXA,"Fracture of nasal bones, init encntr for closed fracture",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S022XXB,"Fracture of nasal bones, initial encounter for open fracture",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S0230XA,"Fracture of orbital floor, unspecified side, init",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S0230XB,"Fracture of orbital floor, unspecified side, 7thB",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S0231XA,"Fracture of orbital floor, right side, init",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S0231XB,"Fracture of orbital floor, right side, 7thB",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S0232XA,"Fracture of orbital floor, left side, init",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S0232XB,"Fracture of orbital floor, left side, 7thB",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S023XXA,Fracture of orbital floor initial encounter for closed fract,INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S023XXB,Fracture of orbital floor initial encounter for open fractur,INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S02400A,"Malar fracture, unspecified side, init",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S02400B,"Malar fracture, unspecified side, 7thB",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S02401A,"Maxillary fracture, unspecified side, init",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S02401B,"Maxillary fracture, unspecified side, 7thB",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S02402A,"Zygomatic fracture, unspecified side, init",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S02402B,"Zygomatic fracture, unspecified side, 7thB",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S0240AA,"Malar fracture, right side, init",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S0240AB,"Malar fracture, right side, 7thB",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S0240BA,"Malar fracture, left side, init",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S0240BB,"Malar fracture, left side, 7thB",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S0240CA,"Maxillary fracture, right side, init",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S0240CB,"Maxillary fracture, right side, 7thB",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S0240DA,"Maxillary fracture, left side, init",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S0240DB,"Maxillary fracture, left side, 7thB",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S0240EA,"Zygomatic fracture, right side, init",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S0240EB,"Zygomatic fracture, right side, 7thB",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S0240FA,"Zygomatic fracture, left side, init",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S0240FB,"Zygomatic fracture, left side, 7thB",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S02411A,"LeFort I fracture, initial encounter for closed fracture",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S02411B,"LeFort I fracture, initial encounter for open fracture",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S02412A,"LeFort II fracture, initial encounter for closed fracture",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S02412B,"LeFort II fracture, initial encounter for open fracture",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S02413A,"LeFort III fracture, initial encounter for closed fracture",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S02413B,"LeFort III fracture, initial encounter for open fracture",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S0242XA,"Fracture of alveolus of maxilla, init for clos fx",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S0242XB,"Fracture of alveolus of maxilla, init for opn fx",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S025XXA,"Fracture of tooth (traumatic), init for clos fx",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S025XXB,"Fracture of tooth (traumatic), init encntr for open fracture",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S02600A,"Fx unsp part of body of mandible, unspecified side, init",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S02600B,"Fx unsp part of body of mandible, unspecified side, 7thB",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S02601A,"Fracture of unspecified part of body of right mandible, init",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S02601B,"Fracture of unspecified part of body of right mandible, 7thB",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S02602A,"Fracture of unspecified part of body of left mandible, init",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S02602B,"Fracture of unspecified part of body of left mandible, 7thB",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S02609A,"Fracture of mandible, unsp, init encntr for closed fracture",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S02609B,"Fracture of mandible, unsp, init encntr for open fracture",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S02610A,"Fx condylar process of mandible, unspecified side, init",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S02610B,"Fx condylar process of mandible, unspecified side, 7thB",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S02611A,"Fracture of condylar process of right mandible, init",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S02611B,"Fracture of condylar process of right mandible, 7thB",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S02612A,"Fracture of condylar process of left mandible, init",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S02612B,"Fracture of condylar process of left mandible, 7thB",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S0261XA,Fracture of condylar process of mandible initial encounter f,INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S0261XB,Fracture of condylar process of mandible initial encounter f,INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S02620A,"Fx subcondylar process of mandible, unspecified side, init",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S02620B,"Fx subcondylar process of mandible, unspecified side, 7thB",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S02621A,"Fracture of subcondylar process of right mandible, init",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S02621B,"Fracture of subcondylar process of right mandible, 7thB",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S02622A,"Fracture of subcondylar process of left mandible, init",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S02622B,"Fracture of subcondylar process of left mandible, 7thB",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S0262XA,Fracture of subcondylar process of mandible initial encounte,INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S0262XB,Fracture of subcondylar process of mandible initial encounte,INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S02630A,"Fx coronoid process of mandible, unspecified side, init",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S02630B,"Fx coronoid process of mandible, unspecified side, 7thB",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S02631A,"Fracture of coronoid process of right mandible, init",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S02631B,"Fracture of coronoid process of right mandible, 7thB",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S02632A,"Fracture of coronoid process of left mandible, init",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S02632B,"Fracture of coronoid process of left mandible, 7thB",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S0263XA,Fracture of coronoid process of mandible initial encounter f,INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S0263XB,Fracture of coronoid process of mandible initial encounter f,INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S02640A,"Fracture of ramus of mandible, unspecified side, init",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S02640B,"Fracture of ramus of mandible, unspecified side, 7thB",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S02641A,"Fracture of ramus of right mandible, init",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S02641B,"Fracture of ramus of right mandible, 7thB",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S02642A,"Fracture of ramus of left mandible, init",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S02642B,"Fracture of ramus of left mandible, 7thB",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S0264XA,Fracture of ramus of mandible initial encounter for closed f,INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S0264XB,Fracture of ramus of mandible initial encounter for open fra,INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S02650A,"Fracture of angle of mandible, unspecified side, init",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S02650B,"Fracture of angle of mandible, unspecified side, 7thB",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S02651A,"Fracture of angle of right mandible, init",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S02651B,"Fracture of angle of right mandible, 7thB",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S02652A,"Fracture of angle of left mandible, init",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S02652B,"Fracture of angle of left mandible, 7thB",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S0265XA,Fracture of angle of mandible initial encounter for closed f,INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S0265XB,Fracture of angle of mandible initial encounter for open fra,INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S0266XA,"Fracture of symphysis of mandible, init for clos fx",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S0266XB,"Fracture of symphysis of mandible, init for opn fx",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S02670A,"Fracture of alveolus of mandible, unspecified side, init",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S02670B,"Fracture of alveolus of mandible, unspecified side, 7thB",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S02671A,"Fracture of alveolus of right mandible, init",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S02671B,"Fracture of alveolus of right mandible, 7thB",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S02672A,"Fracture of alveolus of left mandible, init",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S02672B,"Fracture of alveolus of left mandible, 7thB",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S0267XA,Fracture of alveolus of mandible initial encounter for close,INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S0267XB,Fracture of alveolus of mandible initial encounter for open,INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S0269XA,"Fracture of mandible of oth site, init for clos fx",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S0269XB,"Fracture of mandible of oth site, init for opn fx",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S0280XA,"Fx oth skull and facial bones, unspecified side, init",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S0280XB,"Fx oth skull and facial bones, unspecified side, 7thB",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S0281XA,"Fracture of oth skull and facial bones, right side, init",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S0281XB,"Fracture of oth skull and facial bones, right side, 7thB",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S0282XA,"Fracture of oth skull and facial bones, left side, init",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S0282XB,"Fracture of oth skull and facial bones, left side, 7thB",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S02831A,"Fracture of medial orbital wall, right side, initial encounter for closed fracture",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S02831B,"Fracture of medial orbital wall, right side, initial encounter for open fracture",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S02832A,"Fracture of medial orbital wall, left side, initial encounter for closed fracture",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S02832B,"Fracture of medial orbital wall, left side, initial encounter for open fracture",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S02839A,"Fracture of medial orbital wall, unspecified side, initial encounter for closed fracture",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S02839B,"Fracture of medial orbital wall, unspecified side, initial encounter for open fracture",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S02841A,"Fracture of lateral orbital wall, right side, initial encounter for closed fracture",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S02841B,"Fracture of lateral orbital wall, right side, initial encounter for open fracture",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S02842A,"Fracture of lateral orbital wall, left side, initial encounter for closed fracture",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S02842B,"Fracture of lateral orbital wall, left side, initial encounter for open fracture",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S02849A,"Fracture of lateral orbital wall, unspecified side, initial encounter for closed fracture",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S02849B,"Fracture of lateral orbital wall, unspecified side, initial encounter for open fracture",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S0285XA,"Fracture of orbit, unspecified, initial encounter for closed fracture",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S0285XB,"Fracture of orbit, unspecified, initial encounter for open fracture",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S028XXA,Fractures of other specified skull and facial bones initial,INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S028XXB,Fractures of other specified skull and facial bones initial,INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S0291XA,"Unsp fracture of skull, init encntr for closed fracture",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S0291XB,"Unspecified fracture of skull, init encntr for open fracture",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S0292XA,"Unsp fracture of facial bones, init for clos fx",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S0292XB,"Unsp fracture of facial bones, init encntr for open fracture",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S128XXA,"Fracture of other parts of neck, initial encounter",INJ001,"Fracture of head and neck, initial encounter",Y,0 Not Applicable
S12000A,"Unsp disp fx of first cervical vertebra, init for clos fx",INJ002,"Fracture of the spine and back, initial encounter",Y,0 Not Applicable
S12000B,"Unsp disp fx of first cervical vertebra, init for opn fx",INJ002,"Fracture of the spine and back, initial encounter",Y,0 Not Applicable
S12001A,"Unsp nondisp fx of first cervical vertebra, init for clos fx",INJ002,"Fracture of the spine and back, initial encounter",Y,0 Not Applicable
S12001B,"Unsp nondisp fx of first cervical vertebra, init for opn fx",INJ002,"Fracture of the spine and back, initial encounter",Y,0 Not Applicable
S1201XA,"Stable burst fracture of first cervical vertebra, init",INJ002,"Fracture of the spine and back, initial encounter",Y,0 Not Applicable
S1201XB,"Stable burst fx first cervcal vertebra, init for opn fx",INJ002,"Fracture of the spine and back, initial encounter",Y,0 Not Applicable
S1202XA,"Unstable burst fracture of first cervical vertebra, init",INJ002,"Fracture of the spine and back, initial encounter",Y,0 Not Applicable
S1202XB,"Unstable burst fx first cervcal vertebra, init for opn fx",INJ002,"Fracture of the spine and back, initial encounter",Y,0 Not Applicable
S12030A,"Displaced posterior arch fx first cervcal vertebra, init",INJ002,"Fracture of the spine and back, initial encounter",Y,0 Not Applicable
S12030B,"Displ post arch fx first cervcal vertebra, init for opn fx",INJ002,"Fracture of the spine and back, initial encounter",Y,0 Not Applicable
S12031A,"Nondisp posterior arch fx first cervcal vertebra, init",INJ002,"Fracture of the spine and back, initial encounter",Y,0 Not Applicable
S12031B,"Nondisp post arch fx first cervcal vertebra, init for opn fx",INJ002,"Fracture of the spine and back, initial encounter",Y,0 Not Applicable
S12040A,"Displaced lateral mass fx first cervcal vertebra, init",INJ002,"Fracture of the spine and back, initial encounter",Y,0 Not Applicable
S12040B,"Displ lateral mass fx first cervcal vert, init for opn fx",INJ002,"Fracture of the spine and back, initial encounter",Y,0 Not Applicable
S12041A,"Nondisp lateral mass fx first cervcal vertebra, init",INJ002,"Fracture of the spine and back, initial encounter",Y,0 Not Applicable
S12041B,"Nondisp lateral mass fx first cervcal vert, init for opn fx",INJ002,"Fracture of the spine and back, initial encounter",Y,0 Not Applicable
S12090A,"Oth disp fx of first cervical vertebra, init for clos fx",INJ002,"Fracture of the spine and back, initial encounter",Y,0 Not Applicable
S12090B,"Oth disp fx of first cervical vertebra, init for opn fx",INJ002,"Fracture of the spine and back, initial encounter",Y,0 Not Applicable
S12091A,"Oth nondisp fx of first cervical vertebra, init for clos fx",INJ002,"Fracture of the spine and back, initial encounter",Y,0 Not Applicable
S12091B,"Oth nondisp fx of first cervical vertebra, init for opn fx",INJ002,"Fracture of the spine and back, initial encounter",Y,0 Not Applicable
S12100A,"Unsp disp fx of second cervical vertebra, init for clos fx",INJ002,"Fracture of the spine and back, initial encounter",Y,0 Not Applicable
S12100B,"Unsp disp fx of second cervical vertebra, init for opn fx",INJ002,"Fracture of the spine and back, initial encounter",Y,0 Not Applicable
S12101A,"Unsp nondisp fx of second cervical vertebra, init",INJ002,"Fracture of the spine and back, initial encounter",Y,0 Not Applicable
S12101B,"Unsp nondisp fx of second cervical vertebra, init for opn fx",INJ002,"Fracture of the spine and back, initial encounter",Y,0 Not Applicable
S12110A,"Anterior displaced Type II dens fracture, init for clos fx",INJ002,"Fracture of the spine and back, initial encounter",Y,0 Not Applicable
S12110B,"Anterior displaced Type II dens fracture, init for opn fx",INJ002,"Fracture of the spine and back, initial encounter",Y,0 Not Applicable
S12111A,"Posterior displaced Type II dens fracture, init for clos fx",INJ002,"Fracture of the spine and back, initial encounter",Y,0 Not Applicable
S12111B,"Posterior displaced Type II dens fracture, init for opn fx",INJ002,"Fracture of the spine and back, initial encounter",Y,0 Not Applicable
S12112A,"Nondisplaced Type II dens fracture, init for clos fx",INJ002,"Fracture of the spine and back, initial encounter",Y,0 Not Applicable
S12112B,"Nondisplaced Type II dens fracture, init for opn fx",INJ002,"Fracture of the spine and back, initial encounter",Y,0 Not Applicable
S12120A,"Oth displaced dens fracture, init encntr for closed fracture",INJ002,"Fracture of the spine and back, initial encounter",Y,0 Not Applicable
S12120B,"Other displaced dens fracture, init encntr for open fracture",INJ002,"Fracture of the spine and back, initial encounter",Y,0 Not Applicable
S12121A,"Oth nondisplaced dens fracture, init for clos fx",INJ002,"Fracture of the spine and back, initial encounter",Y,0 Not Applicable
S12121B,"Oth nondisplaced dens fracture, init for opn fx",INJ002,"Fracture of the spine and back, initial encounter",Y,0 Not Applicable
S12130A,"Unsp traum displ spondylolysis of second cervcal vert, init",INJ002,"Fracture of the spine and back, initial encounter",Y,0 Not Applicable
S12130B,"Unsp traum displ spondylolysis of 2nd cervcal vert, 7thB",INJ002,"Fracture of the spine and back, initial encounter",Y,0 Not Applicable
S12131A,"Unsp traum nondisp spondylolysis of 2nd cervcal vert, init",INJ002,"Fracture of the spine and back, initial encounter",Y,0 Not Applicable
S12131B,"Unsp traum nondisp spondylolysis of 2nd cervcal vert, 7thB",INJ002,"Fracture of the spine and back, initial encounter",Y,0 Not Applicable
S1214XA,"Type III traum spondylolysis of second cervcal vert, init",INJ002,"Fracture of the spine and back, initial encounter",Y,0 Not Applicable
S1214XB,"Type III traum spondylolysis of 2nd cervcal vert, 7thB",INJ002,"Fracture of the spine and back, initial encounter",Y,0 Not Applicable
S12150A,"Oth traum displ spondylolysis of second cervcal vert, init",INJ002,"Fracture of the spine and back, initial encounter",Y,0 Not Applicable
S12150B,"Oth traum displ spondylolysis of 2nd cervcal vert, 7thB",INJ002,"Fracture of the spine and back, initial encounter",Y,0 Not Applicable
S12151A,"Oth traum nondisp spondylolysis of second cervcal vert, init",INJ002,"Fracture of the spine and back, initial encounter",Y,0 Not Applicable
S12151B,"Oth traum nondisp spondylolysis of 2nd cervcal vert, 7thB",INJ002,"Fracture of the spine and back, initial encounter",Y,0 Not Applicable
S12190A,"Oth disp fx of second cervical vertebra, init for clos fx",INJ002,"Fracture of the spine and back, initial encounter",Y,0 Not Applicable
S12190B,"Oth disp fx of second cervical vertebra, init for opn fx",INJ002,"Fracture of the spine and back, initial encounter",Y,0 Not Applicable
S12191A,"Oth nondisp fx of second cervical vertebra, init for clos fx",INJ002,"Fracture of the spine and back, initial encounter",Y,0 Not Applicable
S12191B,"Oth nondisp fx of second cervical vertebra, init for opn fx",INJ002,"Fracture of the spine and back, initial encounter",Y,0 Not Applicable
S12200A,"Unsp disp fx of third cervical vertebra, init for clos fx",INJ002,"Fracture of the spine and back, initial encounter",Y,0 Not Applicable
S12200B,"Unsp disp fx of third cervical vertebra, init for opn fx",INJ002,"Fracture of the spine and back, initial encounter",Y,0 Not Applicable
S12201A,"Unsp nondisp fx of third cervical vertebra, init for clos fx",INJ002,"Fracture of the spine and back, initial encounter",Y,0 Not Applicable
