ICD-10-CM Code,ICD-10-CM Code Description,CCSR Category,CCSR Category Description,Default CCSR (Y/N/X),Rationale
S15211A,"Minor laceration of right external jugular vein, init encntr",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S15212A,"Minor laceration of left external jugular vein, init encntr",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S15219A,"Minor laceration of unsp external jugular vein, init encntr",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S15221A,"Major laceration of right external jugular vein, init encntr",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S15222A,"Major laceration of left external jugular vein, init encntr",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S15229A,"Major laceration of unsp external jugular vein, init encntr",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S15291A,"Oth injury of right external jugular vein, init encntr",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S15292A,"Oth injury of left external jugular vein, init encntr",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S15299A,"Oth injury of unspecified external jugular vein, init encntr",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S15301A,"Unsp injury of right internal jugular vein, init encntr",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S15302A,"Unsp injury of left internal jugular vein, init encntr",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S15309A,"Unsp injury of unsp internal jugular vein, init encntr",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S15311A,"Minor laceration of right internal jugular vein, init encntr",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S15312A,"Minor laceration of left internal jugular vein, init encntr",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S15319A,"Minor laceration of unsp internal jugular vein, init encntr",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S15321A,"Major laceration of right internal jugular vein, init encntr",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S15322A,"Major laceration of left internal jugular vein, init encntr",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S15329A,"Major laceration of unsp internal jugular vein, init encntr",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S15391A,"Oth injury of right internal jugular vein, init encntr",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S15392A,"Oth injury of left internal jugular vein, init encntr",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S15399A,"Oth injury of unspecified internal jugular vein, init encntr",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S158XXA,"Injury of oth blood vessels at neck level, init encntr",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S159XXA,"Injury of unsp blood vessel at neck level, init encntr",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S2500XA,"Unspecified injury of thoracic aorta, initial encounter",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S2501XA,"Minor laceration of thoracic aorta, initial encounter",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S2502XA,"Major laceration of thoracic aorta, initial encounter",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S2509XA,"Other specified injury of thoracic aorta, initial encounter",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S25101A,"Unsp injury of right innominate or subclavian artery, init",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S25102A,"Unsp injury of left innominate or subclavian artery, init",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S25109A,"Unsp injury of unsp innominate or subclavian artery, init",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S25111A,"Minor laceration of right innominate or subclav art, init",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S25112A,"Minor laceration of left innominate or subclav art, init",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S25119A,"Minor laceration of unsp innominate or subclav art, init",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S25121A,"Major laceration of right innominate or subclav art, init",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S25122A,"Major laceration of left innominate or subclav art, init",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S25129A,"Major laceration of unsp innominate or subclav art, init",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S25191A,"Inj right innominate or subclavian artery, init encntr",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S25192A,"Inj left innominate or subclavian artery, init encntr",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S25199A,"Inj unsp innominate or subclavian artery, init encntr",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S2520XA,"Unspecified injury of superior vena cava, initial encounter",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S2521XA,"Minor laceration of superior vena cava, initial encounter",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S2522XA,"Major laceration of superior vena cava, initial encounter",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S2529XA,"Other specified injury of superior vena cava, init encntr",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S25301A,"Unsp injury of right innominate or subclavian vein, init",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S25302A,"Unsp injury of left innominate or subclavian vein, init",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S25309A,"Unsp injury of unsp innominate or subclavian vein, init",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S25311A,"Minor laceration of right innominate or subclav vein, init",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S25312A,"Minor laceration of left innominate or subclavian vein, init",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S25319A,"Minor laceration of unsp innominate or subclavian vein, init",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S25321A,"Major laceration of right innominate or subclav vein, init",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S25322A,"Major laceration of left innominate or subclavian vein, init",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S25329A,"Major laceration of unsp innominate or subclavian vein, init",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S25391A,"Inj right innominate or subclavian vein, init encntr",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S25392A,"Inj left innominate or subclavian vein, init encntr",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S25399A,"Inj unsp innominate or subclavian vein, init encntr",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S25401A,"Unsp injury of right pulmonary blood vessels, init encntr",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S25402A,"Unsp injury of left pulmonary blood vessels, init encntr",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S25409A,"Unsp injury of unsp pulmonary blood vessels, init encntr",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S25411A,"Minor laceration of right pulmonary blood vessels, init",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S25412A,"Minor laceration of left pulmonary blood vessels, init",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S25419A,"Minor laceration of unsp pulmonary blood vessels, init",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S25421A,"Major laceration of right pulmonary blood vessels, init",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S25422A,"Major laceration of left pulmonary blood vessels, init",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S25429A,"Major laceration of unsp pulmonary blood vessels, init",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S25491A,"Oth injury of right pulmonary blood vessels, init encntr",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S25492A,"Oth injury of left pulmonary blood vessels, init encntr",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S25499A,"Oth injury of unsp pulmonary blood vessels, init encntr",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S25501A,"Unsp injury of intercostal blood vessels, right side, init",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S25502A,"Unsp injury of intercostal blood vessels, left side, init",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S25509A,"Unsp injury of intercostal blood vessels, unsp side, init",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S25511A,"Laceration of intercostal blood vessels, right side, init",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S25512A,"Laceration of intercostal blood vessels, left side, init",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S25519A,"Laceration of intercostal blood vessels, unsp side, init",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S25591A,"Inj intercostal blood vessels, right side, init encntr",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S25592A,"Inj intercostal blood vessels, left side, init encntr",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S25599A,"Inj intercostal blood vessels, unsp side, init encntr",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S25801A,"Unsp injury of oth blood vessels of thorax, right side, init",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S25802A,"Unsp injury of oth blood vessels of thorax, left side, init",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S25809A,"Unsp injury of oth blood vessels of thorax, unsp side, init",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S25811A,"Laceration of oth blood vessels of thorax, right side, init",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S25812A,"Laceration of oth blood vessels of thorax, left side, init",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S25819A,"Laceration of oth blood vessels of thorax, unsp side, init",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S25891A,"Inj oth blood vessels of thorax, right side, init encntr",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S25892A,"Inj oth blood vessels of thorax, left side, init encntr",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S25899A,"Inj oth blood vessels of thorax, unsp side, init encntr",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S2590XA,"Unsp injury of unsp blood vessel of thorax, init encntr",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S2591XA,"Laceration of unsp blood vessel of thorax, init encntr",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S2599XA,"Oth injury of unsp blood vessel of thorax, init encntr",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S3500XA,"Unspecified injury of abdominal aorta, initial encounter",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S3501XA,"Minor laceration of abdominal aorta, initial encounter",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S3502XA,"Major laceration of abdominal aorta, initial encounter",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S3509XA,"Other injury of abdominal aorta, initial encounter",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S3510XA,"Unspecified injury of inferior vena cava, initial encounter",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S3511XA,"Minor laceration of inferior vena cava, initial encounter",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S3512XA,"Major laceration of inferior vena cava, initial encounter",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S3519XA,"Other injury of inferior vena cava, initial encounter",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S35211A,"Minor laceration of celiac artery, initial encounter",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S35212A,"Major laceration of celiac artery, initial encounter",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S35218A,"Other injury of celiac artery, initial encounter",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S35219A,"Unspecified injury of celiac artery, initial encounter",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S35221A,"Minor laceration of superior mesenteric artery, init encntr",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S35222A,"Major laceration of superior mesenteric artery, init encntr",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S35228A,"Other injury of superior mesenteric artery, init encntr",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S35229A,"Unsp injury of superior mesenteric artery, init encntr",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S35231A,"Minor laceration of inferior mesenteric artery, init encntr",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S35232A,"Major laceration of inferior mesenteric artery, init encntr",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S35238A,"Other injury of inferior mesenteric artery, init encntr",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S35239A,"Unsp injury of inferior mesenteric artery, init encntr",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S35291A,"Minor laceration of branches of celiac and mesent art, init",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S35292A,"Major laceration of branches of celiac and mesent art, init",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S35298A,"Inj branches of celiac and mesenteric artery, init encntr",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S35299A,"Unsp injury of branches of celiac and mesent art, init",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S35311A,"Laceration of portal vein, initial encounter",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S35318A,"Other specified injury of portal vein, initial encounter",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S35319A,"Unspecified injury of portal vein, initial encounter",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S35321A,"Laceration of splenic vein, initial encounter",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S35328A,"Other specified injury of splenic vein, initial encounter",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S35329A,"Unspecified injury of splenic vein, initial encounter",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S35331A,"Laceration of superior mesenteric vein, initial encounter",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S35338A,"Oth injury of superior mesenteric vein, init encntr",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S35339A,"Unspecified injury of superior mesenteric vein, init encntr",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S35341A,"Laceration of inferior mesenteric vein, initial encounter",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S35348A,"Oth injury of inferior mesenteric vein, init encntr",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S35349A,"Unspecified injury of inferior mesenteric vein, init encntr",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S35401A,"Unspecified injury of right renal artery, initial encounter",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S35402A,"Unspecified injury of left renal artery, initial encounter",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S35403A,"Unspecified injury of unspecified renal artery, init encntr",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S35404A,"Unspecified injury of right renal vein, initial encounter",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S35405A,"Unspecified injury of left renal vein, initial encounter",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S35406A,"Unspecified injury of unspecified renal vein, init encntr",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S35411A,"Laceration of right renal artery, initial encounter",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S35412A,"Laceration of left renal artery, initial encounter",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S35413A,"Laceration of unspecified renal artery, initial encounter",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S35414A,"Laceration of right renal vein, initial encounter",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S35415A,"Laceration of left renal vein, initial encounter",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S35416A,"Laceration of unspecified renal vein, initial encounter",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S35491A,"Other specified injury of right renal artery, init encntr",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S35492A,"Other specified injury of left renal artery, init encntr",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S35493A,"Oth injury of unspecified renal artery, init encntr",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S35494A,"Other specified injury of right renal vein, init encntr",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S35495A,"Other specified injury of left renal vein, initial encounter",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S35496A,"Oth injury of unspecified renal vein, init encntr",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S3550XA,"Injury of unspecified iliac blood vessel(s), init encntr",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S35511A,"Injury of right iliac artery, initial encounter",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S35512A,"Injury of left iliac artery, initial encounter",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S35513A,"Injury of unspecified iliac artery, initial encounter",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S35514A,"Injury of right iliac vein, initial encounter",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S35515A,"Injury of left iliac vein, initial encounter",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S35516A,"Injury of unspecified iliac vein, initial encounter",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S35531A,"Injury of right uterine artery, initial encounter",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S35532A,"Injury of left uterine artery, initial encounter",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S35533A,"Injury of unspecified uterine artery, initial encounter",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S35534A,"Injury of right uterine vein, initial encounter",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S35535A,"Injury of left uterine vein, initial encounter",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S35536A,"Injury of unspecified uterine vein, initial encounter",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S3559XA,"Injury of other iliac blood vessels, initial encounter",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S358X1A,"Lacerat blood vesls at abd, low back and pelvis level, init",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S358X8A,"Inj oth blood vesls at abd, low back and pelvis level, init",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S358X9A,"Unsp inj blood vesls at abd, low back and pelvis level, init",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S3590XA,"Unsp inj unsp bld vess at abd, low back and pelv level, init",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S3591XA,"Lacerat unsp bld vess at abd, low back and pelv level, init",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S3599XA,"Inj unsp blood vess at abd, low back and pelvis level, init",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S45001A,"Unsp injury of axillary artery, right side, init encntr",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S45002A,"Unsp injury of axillary artery, left side, init encntr",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S45009A,"Unsp injury of axillary artery, unsp side, init encntr",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S45011A,"Laceration of axillary artery, right side, initial encounter",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S45012A,"Laceration of axillary artery, left side, initial encounter",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S45019A,"Laceration of axillary artery, unspecified side, init encntr",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S45091A,"Oth injury of axillary artery, right side, init encntr",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S45092A,"Oth injury of axillary artery, left side, init encntr",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S45099A,"Oth injury of axillary artery, unspecified side, init encntr",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S45101A,"Unsp injury of brachial artery, right side, init encntr",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S45102A,"Unsp injury of brachial artery, left side, init encntr",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S45109A,"Unsp injury of brachial artery, unsp side, init encntr",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S45111A,"Laceration of brachial artery, right side, initial encounter",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S45112A,"Laceration of brachial artery, left side, initial encounter",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S45119A,"Laceration of brachial artery, unspecified side, init encntr",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S45191A,"Oth injury of brachial artery, right side, init encntr",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S45192A,"Oth injury of brachial artery, left side, init encntr",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S45199A,"Oth injury of brachial artery, unspecified side, init encntr",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S45201A,"Unsp injury of axillary or brachial vein, right side, init",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S45202A,"Unsp injury of axillary or brachial vein, left side, init",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S45209A,"Unsp injury of axillary or brachial vein, unsp side, init",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S45211A,"Laceration of axillary or brachial vein, right side, init",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S45212A,"Laceration of axillary or brachial vein, left side, init",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S45219A,"Laceration of axillary or brachial vein, unsp side, init",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S45291A,"Inj axillary or brachial vein, right side, init encntr",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S45292A,"Inj axillary or brachial vein, left side, init encntr",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S45299A,"Inj axillary or brachial vein, unsp side, init encntr",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S45301A,"Unsp injury of superfic vn at shldr/up arm, right arm, init",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S45302A,"Unsp injury of superfic vn at shldr/up arm, left arm, init",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S45309A,"Unsp injury of superfic vn at shldr/up arm, unsp arm, init",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S45311A,"Laceration of superfic vn at shldr/up arm, right arm, init",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S45312A,"Laceration of superfic vn at shldr/up arm, left arm, init",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S45319A,"Laceration of superfic vn at shldr/up arm, unsp arm, init",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S45391A,"Inj superficial vein at shldr/up arm, right arm, init",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S45392A,"Inj superficial vein at shldr/up arm, left arm, init",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
S45399A,"Inj superficial vein at shldr/up arm, unsp arm, init",INJ016,"Injury to blood vessels, initial encounter",Y,0 Not Applicable
